black box type,black box train accuracy,black box test accuracy,anchor precision threshold
LinearSVC,0.9715142428785607,0.8571428571428571,0.1

anchors precision
,kmeans: ,0.77
,decile: ,0.78
,quartile: ,0.76
,entropy: ,0.77
,MDLP: ,0.71
""
anchors coverage
,kmeans: ,0.39
,decile: ,0.39
,quartile: ,0.42
,entropy: ,0.4
,MDLP: ,0.49
""
anchors prec*coverage
,kmeans: ,0.51
,decile: ,0.52
,quartile: ,0.54
,entropy: ,0.53
,MDLP: ,0.58
""
anchors size
,kmeans: ,1.0
,decile: ,1.0
,quartile: ,1.0
,entropy: ,1.0
,MDLP: ,1.0
""
time to compute anchors
,kmeans: ,7.4
,decile: ,9.9
,quartile: ,9.74
,entropy: ,10.69
,MDLP: ,5.81
""
dataset name,dataset size,dataset nb feature,Number of instances running
titanic,834,6,50
